ID	Pathway Number for MaAsLin	MLDAfe	MLDIgar	MLDIgua	MLDRV	Merged_LrAfef	Merged_LrIgarf	Merged_LrNEs1f	Merged_LrNEs2f	Merged_LrRVf	Merged_LrStH1f	Merged_LrStH2f	P1	P2	P3	P4	P7	P8	PoolRosalia	SAfe	SIgar	SIgua
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Serratia.s__Serratia_marcescens	833	0	0	0	0	0	0	0	0	0	0	0	0	0	61.6631	27.484	0	0	0	0	0	0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	834	30.9805	55.1225	0	0	0	20.7254	0	0	0	0	0	9.57202	0	0	13.3479	77.5479	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	835	64.9182	136.362	87.1828	0	0	125.907	0	112.464	0	0	0	121.451	225.091	187.286	193.157	386.352	70.7634	0	101.844	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_biavatii	836	0	0	0	0	0	63.0872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_callitrichos	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.5963	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_catulorum	838	0	16.9776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Burkholderia.s__Burkholderia_vietnamiensis	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6562	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Citrobacter.s__Citrobacter_europaeus	840	0	0	0	0	0	0	0	0	0	0	0	2.36118	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Citrobacter.s__Citrobacter_portucalensis	841	0	0	0	0	0	0	0	0	0	0	0	4.70172	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Citrobacter.s__Citrobacter_youngae	842	0	0	0	0	0	0	0	0	0	0	0	2.4168	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterococcus.s__Enterococcus_casseliflavus	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98677	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterococcus.s__Enterococcus_faecalis	844	0	0	0	0	0	0	0	0	0	0	0	9.55461	17.6469	0	13.6745	27.8481	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterococcus.s__Enterococcus_faecium	845	0	0	0	0	0	0	0	0	0	0	0	7.95729	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Escherichia.s__Escherichia_coli	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24067	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Ewingella.s__Ewingella_americana	847	0	0	0	0	0	0	0	0	0	0	0	16.8852	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Kluyvera.s__Kluyvera_ascorbata	848	0	0	0	0	0	0	0	0	0	0	0	2.70742	0	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lactobacillus.s__Lactobacillus_curvatus	849	0	0	0	0	0	0	0	0	0	0	0	0	14.3445	0	9.74399	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Leuconostoc.s__Leuconostoc_citreum	850	0	0	0	0	0	0	0	0	0	0	0	0	112	108.872	62.3401	106.131	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_fungorum	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5938	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_insulsa	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.2974	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Pseudomonas.s__Pseudomonas_helleri	853	0	0	0	0	0	0	0	0	0	0	0	0	14.925	0	0	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Serratia.s__Serratia_marcescens	854	0	0	0	0	0	0	0	0	0	0	0	0	0	55.7691	27.2607	0	0	0	0	0	0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	855	29.6754	71.3416	0	0	0	25.7704	0	43.1944	0	0	0	10.5612	6.64731	0	13.6518	89.7145	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I	856	0	143.759	58.0156	0	0	113.687	0	49.3577	0	44.4141	0	100.551	190.202	70.7648	107.736	173.607	53.4219	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_biavatii	857	0	38.9769	0	0	0	49.0825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Burkholderia.s__Burkholderia_vietnamiensis	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98108	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Enterococcus.s__Enterococcus_faecalis	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.71469	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Enterococcus.s__Enterococcus_hirae	860	0	0	0	0	0	0	0	0	0	0	0	0	10.5119	0	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_curvatus	861	0	0	0	0	0	0	0	0	0	0	0	0	15.3136	0	5.43915	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Leuconostoc.s__Leuconostoc_citreum	862	0	0	0	0	0	0	0	0	0	0	0	0	64.2769	34.5244	21.6291	33.0493	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Paraburkholderia.s__Paraburkholderia_insulsa	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.9077	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Pseudomonas.s__Pseudomonas_helleri	864	0	0	0	0	0	0	0	0	0	0	0	0	11.6678	0	0	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Serratia.s__Serratia_marcescens	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.124	0	0	0	0	0	0
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	866	0	17.2405	41.7904	0	0	52.0579	0	45.8899	0	43.7966	0	0	0	18.3379	13.7502	64.4437	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II	867	0	94.913	42.0289	0	0	86.0751	0	42.6796	0	38.5429	0	101.728	102.093	47.9447	112.749	166.799	50.3661	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Burkholderia.s__Burkholderia_vietnamiensis	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80095	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Enterococcus.s__Enterococcus_hirae	869	0	0	0	0	0	0	0	0	0	0	0	23.0877	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6501	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lactobacillus.s__Lactobacillus_curvatus	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28331	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Leuconostoc.s__Leuconostoc_citreum	872	0	0	0	0	0	0	0	0	0	0	0	0	12.5225	0	0	27.2218	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Paraburkholderia.s__Paraburkholderia_insulsa	873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9701	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Pseudomonas.s__Pseudomonas_helleri	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4313	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Serratia.s__Serratia_marcescens	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8671	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	876	0	15.6324	36.205	0	0	35.8826	0	40.1463	0	37.9852	0	0	0	0	13.3579	60.6649	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	877	45.7614	0	76.1451	0	0	66.2538	0	0	0	62.5902	0	60.727	116.754	175.278	121.219	81.1623	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Burkholderia.s__Burkholderia_vietnamiensis	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7747	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	879	0	0	0	0	0	0	0	0	0	0	0	0	27.9706	0	3.09207	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Leuconostoc.s__Leuconostoc_citreum	880	0	0	0	0	0	0	0	0	0	0	0	0	40.0224	0	24.279	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_helleri	881	0	0	0	0	0	0	0	0	0	0	0	0	11.7593	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Serratia.s__Serratia_marcescens	882	0	0	0	0	0	0	0	0	0	0	0	0	0	116.043	49.5163	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	883	34.3701	0	0	0	0	48.2722	0	0	0	60.9328	0	0	0	0	10.85	30.2104	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	884	93.1775	179.203	100.343	0	0	187.225	0	69.6661	0	66.6787	0	48.6534	139.648	140.636	109.892	133.279	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Enterococcus.s__Enterococcus_italicus	885	0	0	0	0	0	0	0	0	0	0	0	0	19.3499	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	886	0	0	0	0	0	0	0	0	0	0	0	0	28.8374	0	8.56865	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Leuconostoc.s__Leuconostoc_citreum	887	0	0	0	0	0	0	0	0	0	0	0	0	23.0435	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Serratia.s__Serratia_marcescens	888	0	0	0	0	0	0	0	0	0	0	0	0	0	80.7779	43.6949	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	889	55.4958	0	0	0	0	53.5063	0	27.6443	0	65.2957	0	0	0	0	17.4481	75.9359	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	890	0	0	0	0	0	0	0	0	0	0	0	56.6198	59.694	96.9394	99.9446	20.4181	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05131	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Kluyvera.s__Kluyvera_ascorbata	892	0	0	0	0	0	0	0	0	0	0	0	12.9946	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Leuconostoc.s__Leuconostoc_citreum	893	0	0	0	0	0	0	0	0	0	0	0	0	32.3845	17.2782	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Serratia.s__Serratia_marcescens	894	0	0	0	0	0	0	0	0	0	0	0	0	0	54.6282	53.9249	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22948	15.5251	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I	896	77.1022	163.813	85.5425	0	0	145.493	0	61.1839	0	14.795	0	105.173	136.957	101.497	86.9755	142.779	78.5418	0	134.982	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_biavatii	897	51.6195	36.1308	79.1558	0	0	92.2946	0	32.2893	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_callitrichos	898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.1436	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_catulorum	899	0	59.6263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_tissieri	900	0	15.7691	0	0	0	31.1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Citrobacter.s__Citrobacter_europaeus	901	0	0	0	0	0	0	0	0	0	0	0	9.40488	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Enterococcus.s__Enterococcus_faecalis	902	0	0	0	0	0	0	0	0	0	0	0	0	20.6571	0	5.85817	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Enterococcus.s__Enterococcus_italicus	903	0	0	0	0	0	0	0	0	0	0	0	0	21.5517	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Escherichia.s__Escherichia_coli	904	0	0	0	0	0	0	0	0	0	0	0	0	30.3874	0	14.6489	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Ewingella.s__Ewingella_americana	905	0	0	0	0	0	0	0	0	0	0	0	38.9314	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Kluyvera.s__Kluyvera_ascorbata	906	0	0	0	0	0	0	0	0	0	0	0	13.3339	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Leuconostoc.s__Leuconostoc_citreum	907	0	0	0	0	0	0	0	0	0	0	0	0	49.0407	0	16.0949	35.4584	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Paraburkholderia.s__Paraburkholderia_insulsa	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.5468	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Serratia.s__Serratia_marcescens	909	0	0	0	0	0	0	0	0	0	0	0	0	0	58.6809	33.401	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	910	0	22.6454	0	0	0	51.96	0	0	0	11.4446	0	24.5705	6.47447	0	8.33034	98.1587	0	0	27.2168	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	911	0	55.7902	0	0	0	78.3481	0	0	0	0	0	88.466	175.504	67.5708	99.9421	151.708	87.0125	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Citrobacter.s__Citrobacter_portucalensis	912	0	0	0	0	0	0	0	0	0	0	0	8.01368	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Enterococcus.s__Enterococcus_italicus	913	0	0	0	0	0	0	0	0	0	0	0	0	24.1997	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	914	0	0	0	0	0	0	0	0	0	0	0	0	30.9137	0	6.29372	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ewingella.s__Ewingella_americana	915	0	0	0	0	0	0	0	0	0	0	0	20.6761	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Leuconostoc.s__Leuconostoc_citreum	916	0	0	0	0	0	0	0	0	0	0	0	0	55.6564	0	24.8596	38.412	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Paraburkholderia.s__Paraburkholderia_fungorum	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3443	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Paraburkholderia.s__Paraburkholderia_insulsa	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.4831	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Pseudomonas.s__Pseudomonas_helleri	919	0	0	0	0	0	0	0	0	0	0	0	0	17.9279	0	0	18.1006	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Serratia.s__Serratia_marcescens	920	0	0	0	0	0	0	0	0	0	0	0	0	0	34.8619	35.6261	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3312	41.3346	0	0	0	0	0
PWY-6168: flavin biosynthesis III (fungi)	922	0	0	0	0	0	74.434	0	0	0	0	0	59.432	46.1053	0	61.687	60.175	0	0	0	0	0
PWY-6168: flavin biosynthesis III (fungi)|g__Serratia.s__Serratia_marcescens	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.8266	0	0	0	0	0	0
PWY-6168: flavin biosynthesis III (fungi)|unclassified	924	0	0	0	0	0	38.0495	0	0	0	0	0	0	0	0	13.3659	13.4138	0	0	0	0	0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8863	0	0	0	0	0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)|unclassified	926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1966	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)	927	0	0	0	0	0	0	0	0	0	0	0	30.4211	111.048	97.3946	61.8289	44.4623	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Enterococcus.s__Enterococcus_faecalis	928	0	0	0	0	0	0	0	0	0	0	0	0	15.1878	0	0	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Enterococcus.s__Enterococcus_italicus	929	0	0	0	0	0	0	0	0	0	0	0	0	27.0654	0	0	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Lactobacillus.s__Lactobacillus_curvatus	930	0	0	0	0	0	0	0	0	0	0	0	0	24.3709	0	0	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Serratia.s__Serratia_marcescens	931	0	0	0	0	0	0	0	0	0	0	0	0	0	76.2405	28.9283	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	932	0	0	0	0	0	0	0	0	0	0	0	0	2.69734	0	0	34.454	0	0	0	0	0
PWY-622: starch biosynthesis	933	0	69.5165	62.5738	0	0	48.8129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6270: isoprene biosynthesis I	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5911	29.4572	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	935	64.9182	136.362	87.1828	0	0	125.907	0	112.464	0	0	0	121.451	225.091	187.286	193.157	386.352	70.7634	0	101.844	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_biavatii	936	0	0	0	0	0	63.0872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_callitrichos	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.5963	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_catulorum	938	0	16.9776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Burkholderia.s__Burkholderia_vietnamiensis	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6562	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Citrobacter.s__Citrobacter_europaeus	940	0	0	0	0	0	0	0	0	0	0	0	2.36118	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis	941	0	0	0	0	0	0	0	0	0	0	0	4.70172	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Citrobacter.s__Citrobacter_youngae	942	0	0	0	0	0	0	0	0	0	0	0	2.4168	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterococcus.s__Enterococcus_casseliflavus	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98677	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterococcus.s__Enterococcus_faecalis	944	0	0	0	0	0	0	0	0	0	0	0	9.55461	17.6469	0	13.6745	27.8481	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterococcus.s__Enterococcus_faecium	945	0	0	0	0	0	0	0	0	0	0	0	7.95729	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Escherichia.s__Escherichia_coli	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24067	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ewingella.s__Ewingella_americana	947	0	0	0	0	0	0	0	0	0	0	0	16.8852	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Kluyvera.s__Kluyvera_ascorbata	948	0	0	0	0	0	0	0	0	0	0	0	2.70742	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_curvatus	949	0	0	0	0	0	0	0	0	0	0	0	0	14.3445	0	9.74399	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Leuconostoc.s__Leuconostoc_citreum	950	0	0	0	0	0	0	0	0	0	0	0	0	112	108.872	62.3401	106.131	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Paraburkholderia.s__Paraburkholderia_fungorum	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5938	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Paraburkholderia.s__Paraburkholderia_insulsa	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.2974	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Pseudomonas.s__Pseudomonas_helleri	953	0	0	0	0	0	0	0	0	0	0	0	0	14.925	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Serratia.s__Serratia_marcescens	954	0	0	0	0	0	0	0	0	0	0	0	0	0	55.7691	27.2607	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	955	29.6754	71.3416	0	0	0	25.7704	0	43.1944	0	0	0	10.5612	6.64731	0	13.6518	89.7145	0	0	0	0	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	956	0	0	0	0	0	107.911	0	13.542	0	0	0	77.3201	156.993	54.0063	81.5626	95.901	0	0	0	0	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Bifidobacterium.s__Bifidobacterium_biavatii	957	0	0	0	0	0	73.6213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Pseudomonas.s__Pseudomonas_helleri	958	0	0	0	0	0	0	0	0	0	0	0	0	16.8571	0	0	20.3161	0	0	0	0	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Serratia.s__Serratia_marcescens	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4294	0	0	0	0	0	0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified	960	0	0	0	0	0	0	0	13.542	0	0	0	0	0	0	22.5894	24.4768	0	0	0	0	0
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	961	0	0	0	0	0	98.9247	0	0	0	0	0	0	160.105	54.8344	78.9865	93.1073	0	0	0	0	0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	962	0	0	0	0	0	0	0	0	0	0	0	0	135.918	56.1956	82.6917	69.5343	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV	963	0	0	0	0	0	0	0	29.4694	0	0	0	49.8566	0	48.1315	31.517	26.3431	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV|g__Ewingella.s__Ewingella_americana	964	0	0	0	0	0	0	0	0	0	0	0	35.3082	0	0	0	0	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV|g__Kluyvera.s__Kluyvera_ascorbata	965	0	0	0	0	0	0	0	0	0	0	0	7.14887	0	0	0	0	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV|g__Serratia.s__Serratia_marcescens	966	0	0	0	0	0	0	0	0	0	0	0	0	0	48.1315	19.7027	0	0	0	0	0	0
PWY-6305: putrescine biosynthesis IV|unclassified	967	0	0	0	0	0	0	0	29.4694	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)	968	0	0	0	0	0	15.982	0	0	0	29.9117	0	41.5411	153.467	60.5321	67.5054	88.462	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Enterococcus.s__Enterococcus_faecalis	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.84291	20.8768	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Enterococcus.s__Enterococcus_italicus	970	0	0	0	0	0	0	0	0	0	0	0	0	47.1463	0	0	0	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Escherichia.s__Escherichia_coli	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3257	0	0	0	0	0	0
